.rownames,Probability1
10,0.160029828486204
100,0.160029828486204
101,0.160029828486204
1017,0.160029828486204
1019,0.160029828486204
1020,0.160029828486204
1022,0.160029828486204
1023,0.160029828486204
1028,0.160029828486204
1034,0.160029828486204
104,0.160029828486204
1040,0.160029828486204
1048,0.160029828486204
1050,0.160029828486204
1053,0.160029828486204
1054,0.160029828486204
1055,0.160029828486204
1062,0.160029828486204
1065,0.160029828486204
1069,0.160029828486204
1070,0.160029828486204
1072,0.160029828486204
1075,0.160029828486204
108,0.160029828486204
1080,0.160029828486204
1082,0.160029828486204
1089,0.160029828486204
110,0.160029828486204
1100,0.160029828486204
1101,0.160029828486204
1102,0.160029828486204
1107,0.160029828486204
1109,0.160029828486204
1110,0.160029828486204
1117,0.160029828486204
1120,0.160029828486204
1124,0.160029828486204
113,0.160029828486204
1131,0.160029828486204
1132,0.160029828486204
1133,0.160029828486204
1134,0.160029828486204
1136,0.160029828486204
1146,0.160029828486204
115,0.160029828486204
1152,0.160029828486204
1159,0.160029828486204
1161,0.160029828486204
1167,0.160029828486204
1168,0.160029828486204
1169,0.160029828486204
117,0.160029828486204
1176,0.160029828486204
1177,0.160029828486204
1179,0.160029828486204
118,0.160029828486204
1181,0.160029828486204
1184,0.160029828486204
1189,0.160029828486204
1195,0.160029828486204
1198,0.160029828486204
12,0.160029828486204
1200,0.160029828486204
1205,0.160029828486204
1208,0.160029828486204
121,0.160029828486204
1210,0.160029828486204
1212,0.160029828486204
1221,0.160029828486204
1225,0.160029828486204
1226,0.160029828486204
1227,0.160029828486204
1236,0.160029828486204
1240,0.160029828486204
1244,0.160029828486204
125,0.160029828486204
1255,0.160029828486204
1259,0.160029828486204
1263,0.160029828486204
1265,0.160029828486204
1269,0.160029828486204
127,0.160029828486204
1271,0.160029828486204
1272,0.160029828486204
1277,0.160029828486204
1285,0.160029828486204
1286,0.160029828486204
1287,0.160029828486204
1290,0.160029828486204
1294,0.160029828486204
1296,0.160029828486204
1297,0.160029828486204
1298,0.160029828486204
1304,0.160029828486204
1305,0.160029828486204
1309,0.160029828486204
131,0.160029828486204
1313,0.160029828486204
1315,0.160029828486204
1317,0.160029828486204
132,0.160029828486204
1322,0.160029828486204
1326,0.160029828486204
1330,0.160029828486204
1333,0.160029828486204
1338,0.160029828486204
134,0.160029828486204
1342,0.160029828486204
1343,0.160029828486204
1344,0.160029828486204
135,0.160029828486204
1350,0.160029828486204
1354,0.160029828486204
